t,x,v
9.19,-0.972566,-0.232627
9.2,-0.974844,-0.22289
9.21,-0.977024,-0.21313
9.22,-0.979106,-0.20335
9.23,-0.981091,-0.193549
9.24,-0.982977,-0.183728
9.25,-0.984765,-0.173889
9.26,-0.986455,-0.164033
9.27,-0.988046,-0.154161
9.28,-0.989538,-0.144273
9.29,-0.990931,-0.13437
9.3,-0.992225,-0.124454
9.31,-0.99342,-0.114526
9.32,-0.994516,-0.104586
9.33,-0.995512,-0.0946361
9.34,-0.996409,-0.0846764
9.35,-0.997205,-0.0747083
9.36,-0.997903,-0.0647327
9.37,-0.9985,-0.0547506
9.38,-0.998998,-0.044763
9.39,-0.999395,-0.034771
9.4,-0.999693,-0.0247754
9.41,-0.999891,-0.0147774
9.42,-0.999989,-0.00477794
9.43,-0.999986,0.00522201
9.44,-0.999884,0.0152215
9.45,-0.999682,0.0252194
9.46,-0.99938,0.0352148
9.47,-0.998978,0.0452066
9.48,-0.998476,0.055194
9.49,-0.997874,0.0651758
9.5,-0.997172,0.0751511
9.51,-0.996371,0.0851189
9.52,-0.99547,0.0950782
9.53,-0.994469,0.105028
9.54,-0.993369,0.114967
9.55,-0.99217,0.124895
9.56,-0.990871,0.13481
9.57,-0.989474,0.144712
9.58,-0.987977,0.154599
9.59,-0.986382,0.164471
9.6,-0.984688,0.174327
9.61,-0.982895,0.184165
9.62,-0.981005,0.193984
9.63,-0.979016,0.203785
9.64,-0.976929,0.213564
9.65,-0.974745,0.223323
9.66,-0.972463,0.233059
9.67,-0.970083,0.242772
9.68,-0.967607,0.25246
9.69,-0.965034,0.262124
9.7,-0.962365,0.271761
9.71,-0.959599,0.281371
9.72,-0.956738,0.290952
9.73,-0.95378,0.300505
9.74,-0.950728,0.310028
9.75,-0.94758,0.319519
9.76,-0.944337,0.328979
9.77,-0.941,0.338406
9.78,-0.937569,0.347799
9.79,-0.934044,0.357157
9.8,-0.930426,0.366479
9.81,-0.926715,0.375765
9.82,-0.922911,0.385013
9.83,-0.919015,0.394223
9.84,-0.915027,0.403393
9.85,-0.910947,0.412523
9.86,-0.906776,0.421612
9.87,-0.902515,0.430658
9.88,-0.898163,0.439662
9.89,-0.893722,0.448621
9.9,-0.889191,0.457536
9.91,-0.884571,0.466405
9.92,-0.879863,0.475227
9.93,-0.875067,0.484002
9.94,-0.870183,0.492728
9.95,-0.865213,0.501405
9.96,-0.860155,0.510032
9.97,-0.855012,0.518608
9.98,-0.849783,0.527132
9.99,-0.84447,0.535603
10,-0.839072,0.544021
10.01,-0.833589,0.552384
10.02,-0.828024,0.560693
10.03,-0.822376,0.568945
10.04,-0.816645,0.57714
10.05,-0.810833,0.585277
10.06,-0.80494,0.593356
10.07,-0.798966,0.601376
10.08,-0.792913,0.609335
10.09,-0.78678,0.617234
10.1,-0.780568,0.625071
10.11,-0.774279,0.632845
10.12,-0.767911,0.640556
10.13,-0.761468,0.648203
10.14,-0.754948,0.655785
10.15,-0.748352,0.663302
10.16,-0.741682,0.670752
10.17,-0.734937,0.678135
10.18,-0.728119,0.68545
10.19,-0.721229,0.692697
10.2,-0.714266,0.699875
10.21,-0.707231,0.706982
10.22,-0.700126,0.714019
10.23,-0.692951,0.720985
10.24,-0.685707,0.727878
10.25,-0.678394,0.734698
10.26,-0.671013,0.741446
10.27,-0.663565,0.748118
10.28,-0.656051,0.754717
10.29,-0.648471,0.761239
10.3,-0.640826,0.767686
10.31,-0.633118,0.774056
10.32,-0.625346,0.780348
10.33,-0.617511,0.786562
10.34,-0.609615,0.792698
10.35,-0.601657,0.798754
10.36,-0.59364,0.804731
10.37,-0.585563,0.810627
10.38,-0.577427,0.816442
10.39,-0.569234,0.822175
10.4,-0.560984,0.827826
10.41,-0.552678,0.833395
10.42,-0.544317,0.83888
10.43,-0.535901,0.844281
10.44,-0.527431,0.849598
10.45,-0.518909,0.854829
10.46,-0.510335,0.859976
10.47,-0.50171,0.865036
10.48,-0.493035,0.87001
10.49,-0.48431,0.874896
10.5,-0.475537,0.879696
10.51,-0.466716,0.884407
10.52,-0.457849,0.88903
10.53,-0.448936,0.893564
10.54,-0.439978,0.898009
10.55,-0.430976,0.902363
10.56,-0.421931,0.906628
10.57,-0.412844,0.910802
10.58,-0.403715,0.914885
10.59,-0.394547,0.918876
10.6,-0.385338,0.922775
10.61,-0.376091,0.926583
10.62,-0.366807,0.930297
10.63,-0.357486,0.933919
10.64,-0.348129,0.937447
10.65,-0.338737,0.940881
10.66,-0.329311,0.944221
10.67,-0.319853,0.947467
10.68,-0.310362,0.950618
10.69,-0.300841,0.953674
10.7,-0.291289,0.956635
10.71,-0.281709,0.9595
10.72,-0.2721,0.962269
10.73,-0.262463,0.964942
10.74,-0.252801,0.967518
10.75,-0.243113,0.969998
10.76,-0.233401,0.97238
10.77,-0.223666,0.974666
10.78,-0.213908,0.976854
10.79,-0.204129,0.978944
10.8,-0.19433,0.980936
10.81,-0.184511,0.98283
10.82,-0.174674,0.984626
10.83,-0.164819,0.986324
10.84,-0.154947,0.987923
10.85,-0.145061,0.989423
10.86,-0.135159,0.990824
10.87,-0.125245,0.992126
10.88,-0.115317,0.993329
10.89,-0.105378,0.994432
10.9,-0.0954289,0.995436
10.91,-0.0854699,0.996341
10.92,-0.0755024,0.997146
10.93,-0.0655273,0.997851
10.94,-0.0555457,0.998456
10.95,-0.0455585,0.998962
10.96,-0.0355668,0.999367
10.97,-0.0255715,0.999673
10.98,-0.0155737,0.999879
10.99,-0.00557426,0.999984
11,0.0044257,0.99999
11.01,0.0144252,0.999896
11.02,0.0244233,0.999702
11.03,0.0344189,0.999407
11.04,0.0444111,0.999013
11.05,0.0543988,0.998519
11.06,0.0643812,0.997925
11.07,0.074357,0.997232
11.08,0.0843255,0.996438
11.09,0.0942855,0.995545
11.1,0.104236,0.994553
11.11,0.114176,0.993461
11.12,0.124105,0.992269
11.13,0.134021,0.990978
11.14,0.143924,0.989589
11.15,0.153813,0.9881
11.16,0.163686,0.986513
11.17,0.173543,0.984826
11.18,0.183382,0.983042
11.19,0.193203,0.981159
11.2,0.203005,0.979178
11.21,0.212786,0.977099
11.22,0.222547,0.974922
11.23,0.232284,0.972648
11.24,0.241999,0.970276
11.25,0.25169,0.967808
11.26,0.261355,0.965243
11.27,0.270994,0.962581
11.28,0.280606,0.959823
11.29,0.29019,0.956969
11.3,0.299745,0.954019
11.31,0.30927,0.950974
11.32,0.318765,0.947834
11.33,0.328227,0.944599
11.34,0.337656,0.94127
11.35,0.347052,0.937846
11.36,0.356413,0.934329
11.37,0.365738,0.930718
11.38,0.375027,0.927014
11.39,0.384278,0.923217
11.4,0.393491,0.919329
11.41,0.402664,0.915348
11.42,0.411798,0.911275
11.43,0.42089,0.907112
11.44,0.429939,0.902858
11.45,0.438946,0.898513
11.46,0.447909,0.894079
11.47,0.456828,0.889555
11.48,0.4657,0.884943
11.49,0.474526,0.880241
11.5,0.483305,0.875452
11.51,0.492035,0.870575
11.52,0.500716,0.865612
11.53,0.509347,0.860561
11.54,0.517927,0.855425
11.55,0.526455,0.850203
11.56,0.534931,0.844896
11.57,0.543353,0.839504
11.58,0.551721,0.834029
11.59,0.560033,0.82847
11.6,0.56829,0.822829
11.61,0.576489,0.817105
11.62,0.584631,0.811299
11.63,0.592715,0.805412
11.64,0.600739,0.799445
11.65,0.608704,0.793398
11.66,0.616607,0.787271
11.67,0.624449,0.781066
11.68,0.632228,0.774782
11.69,0.639944,0.768421
11.7,0.647596,0.761984
11.71,0.655184,0.75547
11.72,0.662705,0.74888
11.73,0.670161,0.742216
11.74,0.67755,0.735477
11.75,0.68487,0.728665
11.76,0.692123,0.72178
11.77,0.699306,0.714823
11.78,0.706419,0.707794
11.79,0.713461,0.700695
11.8,0.720432,0.693525
11.81,0.727332,0.686286
11.82,0.734158,0.678979
11.83,0.740911,0.671603
11.84,0.74759,0.664161
11.85,0.754194,0.656652
11.86,0.760723,0.649077
11.87,0.767175,0.641438
11.88,0.773551,0.633734
11.89,0.77985,0.625967
11.9,0.78607,0.618137
11.91,0.792212,0.610246
11.92,0.798275,0.602293
11.93,0.804258,0.59428
11.94,0.81016,0.586208
11.95,0.815982,0.578077
11.96,0.821722,0.569889
11.97,0.827379,0.561643
11.98,0.832954,0.553342
11.99,0.838446,0.544984
12,0.843854,0.536573
12.01,0.849177,0.528108
12.02,0.854416,0.51959
12.03,0.859569,0.51102
12.04,0.864636,0.502399
12.05,0.869617,0.493727
12.06,0.874511,0.485007
12.07,0.879317,0.476237
12.08,0.884035,0.46742
12.09,0.888665,0.458557
12.1,0.893206,0.449647
12.11,0.897658,0.440693
12.12,0.90202,0.431695
12.13,0.906292,0.422653
12.14,0.910473,0.413569
12.15,0.914563,0.404444
12.16,0.918561,0.395278
12.17,0.922468,0.386073
12.18,0.926283,0.376829
12.19,0.930005,0.367548
12.2,0.933634,0.358229
12.21,0.937169,0.348875
12.22,0.940611,0.339486
12.23,0.943959,0.330063
12.24,0.947212,0.320607
12.25,0.950371,0.311119
12.26,0.953434,0.3016
12.27,0.956403,0.292051
12.28,0.959275,0.282473
12.29,0.962052,0.272866
12.3,0.964733,0.263232
12.31,0.967317,0.253571
12.32,0.969804,0.243886
12.33,0.972194,0.234176
12.34,0.974487,0.224442
12.35,0.976683,0.214686
12.36,0.978781,0.204909
12.37,0.980781,0.195111
12.38,0.982683,0.185294
12.39,0.984487,0.175458
12.4,0.986192,0.165604
12.41,0.987799,0.155734
12.42,0.989307,0.145849
12.43,0.990716,0.135948
12.44,0.992026,0.126035
12.45,0.993237,0.116108
12.46,0.994348,0.10617
12.47,0.99536,0.0962215
12.48,0.996272,0.0862633
12.49,0.997085,0.0762964
12.5,0.997798,0.0663219
12.51,0.998412,0.0563408
12.52,0.998925,0.046354
12.53,0.999339,0.0363626
12.54,0.999652,0.0263676
12.55,0.999866,0.0163699
12.56,0.99998,0.00637057
12.57,0.999993,-0.00362938
12.58,0.999907,-0.013629
12.59,0.999721,-0.0236272
12.6,0.999435,-0.033623
12.61,0.999048,-0.0436155
12.62,0.998562,-0.0536037
12.63,0.997976,-0.0635865
12.64,0.997291,-0.0735629
12.65,0.996505,-0.0835319
12.66,0.99562,-0.0934926
12.67,0.994635,-0.103444
12.68,0.993551,-0.113385
12.69,0.992368,-0.123315
12.7,0.991085,-0.133232
12.71,0.989703,-0.143136
12.72,0.988222,-0.153026
12.73,0.986643,-0.1629
12.74,0.984964,-0.172758
12.75,0.983187,-0.182599
12.76,0.981312,-0.192422
12.77,0.979339,-0.202225
12.78,0.977268,-0.212008
12.79,0.975099,-0.22177
12.8,0.972833,-0.23151
12.81,0.970469,-0.241226
12.82,0.968008,-0.250919
12.83,0.965451,-0.260586
12.84,0.962796,-0.270228
12.85,0.960046,-0.279842
12.86,0.9572,-0.289428
12.87,0.954258,-0.298986
12.88,0.95122,-0.308513
12.89,0.948087,-0.31801
12.9,0.94486,-0.327474
12.91,0.941538,-0.336907
12.92,0.938122,-0.346305
12.93,0.934612,-0.355669
12.94,0.931009,-0.364997
12.95,0.927312,-0.374289
12.96,0.923523,-0.383543
12.97,0.919642,-0.392759
12.98,0.915668,-0.401935
12.99,0.911603,-0.411072
13,0.907447,-0.420167
13.01,0.9032,-0.42922
13.02,0.898863,-0.438231
13.03,0.894435,-0.447197
13.04,0.889919,-0.456119
13.05,0.885313,-0.464995
13.06,0.880619,-0.473825
13.07,0.875837,-0.482607
13.08,0.870967,-0.491342
13.09,0.86601,-0.500027
13.1,0.860967,-0.508661
13.11,0.855837,-0.517246
13.12,0.850622,-0.525778
13.13,0.845322,-0.534258
13.14,0.839937,-0.542684
13.15,0.834468,-0.551056
13.16,0.828916,-0.559373
13.17,0.823281,-0.567634
13.18,0.817563,-0.575838
13.19,0.811764,-0.583985
13.2,0.805884,-0.592074
13.21,0.799923,-0.600103
13.22,0.793882,-0.608072
13.23,0.787762,-0.61598
13.24,0.781563,-0.623827
13.25,0.775285,-0.631611
13.26,0.768931,-0.639332
13.27,0.762499,-0.646989
13.28,0.755991,-0.654582
13.29,0.749408,-0.662109
13.3,0.742749,-0.66957
13.31,0.736016,-0.676964
13.32,0.72921,-0.68429
13.33,0.722331,-0.691548
13.34,0.715379,-0.698736
13.35,0.708356,-0.705855
13.36,0.701263,-0.712903
13.37,0.694099,-0.71988
13.38,0.686865,-0.726785
13.39,0.679563,-0.733617
13.4,0.672193,-0.740376
13.41,0.664756,-0.747061
13.42,0.657252,-0.753671
13.43,0.649683,-0.760206
13.44,0.642048,-0.766664
13.45,0.63435,-0.773046
13.46,0.626588,-0.779351
13.47,0.618763,-0.785578
13.48,0.610876,-0.791726
13.49,0.602929,-0.797795
13.5,0.594921,-0.803784
13.51,0.586853,-0.809693
13.52,0.578727,-0.815521
13.53,0.570543,-0.821268
13.54,0.562302,-0.826932
13.55,0.554005,-0.832514
13.56,0.545652,-0.838012
13.57,0.537245,-0.843426
13.58,0.528784,-0.848757
13.59,0.52027,-0.854002
13.6,0.511704,-0.859162
13.61,0.503087,-0.864236
13.62,0.49442,-0.869223
13.63,0.485703,-0.874124
13.64,0.476937,-0.878937
13.65,0.468124,-0.883663
13.66,0.459264,-0.8883
13.67,0.450359,-0.892848
13.68,0.441408,-0.897307
13.69,0.432413,-0.901676
13.7,0.423375,-0.905955
13.71,0.414294,-0.910143
13.72,0.405172,-0.91424
13.73,0.396009,-0.918246
13.74,0.386807,-0.922161
13.75,0.377567,-0.925982
13.76,0.368288,-0.929712
13.77,0.358973,-0.933348
13.78,0.349621,-0.936891
13.79,0.340235,-0.94034
13.8,0.330815,-0.943696
13.81,0.321362,-0.946957
13.82,0.311876,-0.950123
13.83,0.302359,-0.953194
13.84,0.292813,-0.95617
13.85,0.283236,-0.95905
13.86,0.273632,-0.961835
13.87,0.264,-0.964523
13.88,0.254342,-0.967114
13.89,0.244658,-0.969609
13.9,0.23495,-0.972008
13.91,0.225218,-0.974308
13.92,0.215464,-0.976512
13.93,0.205688,-0.978618
13.94,0.195892,-0.980625
13.95,0.186076,-0.982535
13.96,0.176242,-0.984347
13.97,0.166389,-0.98606
13.98,0.156521,-0.987675
13.99,0.146636,-0.98919
14,0.136737,-0.990607
14.01,0.126824,-0.991925
14.02,0.116899,-0.993144
14.03,0.106962,-0.994263
14.04,0.0970141,-0.995283
14.05,0.0870566,-0.996203
14.06,0.0770904,-0.997024
14.07,0.0671165,-0.997745
14.08,0.0571358,-0.998366
14.09,0.0471495,-0.998888
14.1,0.0371584,-0.999309
14.11,0.0271636,-0.999631
14.12,0.0171661,-0.999853
14.13,0.00716688,-0.999974
14.14,-0.00283305,-0.999996
14.15,-0.0128327,-0.999918
14.16,-0.0228311,-0.999739
14.17,-0.0328272,-0.999461
14.18,-0.04282,-0.999083
14.19,-0.0528085,-0.998605
14.2,-0.0627917,-0.998027
14.21,-0.0727687,-0.997349
14.22,-0.0827384,-0.996571
14.23,-0.0926998,-0.995694
14.24,-0.102652,-0.994717
14.25,-0.112594,-0.993641
14.26,-0.122524,-0.992466
14.27,-0.132443,-0.991191
14.28,-0.142348,-0.989817
14.29,-0.152239,-0.988344
14.3,-0.162114,-0.986772
14.31,-0.171974,-0.985102
14.32,-0.181816,-0.983333
14.33,-0.19164,-0.981465
14.34,-0.201445,-0.9795
14.35,-0.21123,-0.977436
14.36,-0.220994,-0.975275
14.37,-0.230735,-0.973017
14.38,-0.240454,-0.970661
14.39,-0.250148,-0.968208
14.4,-0.259817,-0.965658
14.41,-0.269461,-0.963011
14.42,-0.279077,-0.960269
14.43,-0.288666,-0.95743
14.44,-0.298226,-0.954495
14.45,-0.307755,-0.951466
14.46,-0.317255,-0.94834
14.47,-0.326722,-0.945121
14.48,-0.336157,-0.941806
14.49,-0.345558,-0.938397
14.5,-0.354924,-0.934895
14.51,-0.364255,-0.931299
14.52,-0.37355,-0.92761
14.53,-0.382807,-0.923828
14.54,-0.392026,-0.919954
14.55,-0.401206,-0.915988
14.56,-0.410346,-0.91193
14.57,-0.419444,-0.907781
14.58,-0.428501,-0.903541
14.59,-0.437515,-0.899211
14.6,-0.446485,-0.894791
14.61,-0.45541,-0.890282
14.62,-0.46429,-0.885683
14.63,-0.473124,-0.880996
14.64,-0.48191,-0.876221
14.65,-0.490648,-0.871358
14.66,-0.499337,-0.866408
14.67,-0.507976,-0.861371
14.68,-0.516564,-0.856249
14.69,-0.5251,-0.85104
14.7,-0.533584,-0.845747
14.71,-0.542015,-0.840369
14.72,-0.550391,-0.834907
14.73,-0.558713,-0.829361
14.74,-0.566978,-0.823733
14.75,-0.575187,-0.818022
14.76,-0.583339,-0.812229
14.77,-0.591432,-0.806355
14.78,-0.599465,-0.800401
14.79,-0.607439,-0.794366
14.8,-0.615352,-0.788252
14.81,-0.623204,-0.782059
14.82,-0.630993,-0.775788
14.83,-0.63872,-0.76944
14.84,-0.646382,-0.763014
14.85,-0.65398,-0.756512
14.86,-0.661512,-0.749935
14.87,-0.668978,-0.743282
14.88,-0.676377,-0.736555
14.89,-0.683709,-0.729755
14.9,-0.690972,-0.722881
14.91,-0.698166,-0.715936
14.92,-0.705291,-0.708918
14.93,-0.712344,-0.70183
14.94,-0.719327,-0.694672
14.95,-0.726238,-0.687444
14.96,-0.733076,-0.680147
14.97,-0.73984,-0.672782
14.98,-0.746531,-0.665351
14.99,-0.753147,-0.657852
15,-0.759688,-0.650288
15.01,-0.766153,-0.642659
15.02,-0.772541,-0.634965
15.03,-0.778852,-0.627208
15.04,-0.785085,-0.619388
15.05,-0.791239,-0.611507
15.06,-0.797315,-0.603564
15.07,-0.80331,-0.595561
15.08,-0.809226,-0.587498
15.09,-0.81506,-0.579376
15.1,-0.820813,-0.571197
15.11,-0.826484,-0.56296
15.12,-0.832072,-0.554667
15.13,-0.837577,-0.546319
15.14,-0.842998,-0.537916
15.15,-0.848335,-0.529459
15.16,-0.853587,-0.52095
15.17,-0.858754,-0.512388
15.18,-0.863835,-0.503775
15.19,-0.868829,-0.495112
15.2,-0.873737,-0.486399
15.21,-0.878557,-0.477637
15.22,-0.88329,-0.468828
15.23,-0.887934,-0.459972
15.24,-0.892489,-0.451069
15.25,-0.896955,-0.442122
15.26,-0.901331,-0.433131
15.27,-0.905617,-0.424096
15.28,-0.909813,-0.415019
15.29,-0.913918,-0.4059
15.3,-0.917931,-0.396741
15.31,-0.921852,-0.387542
15.32,-0.925681,-0.378304
15.33,-0.929418,-0.369028
15.34,-0.933062,-0.359716
15.35,-0.936612,-0.350367
15.36,-0.940069,-0.340984
15.37,-0.943432,-0.331566
15.38,-0.9467,-0.322116
15.39,-0.949874,-0.312633
15.4,-0.952953,-0.303118
15.41,-0.955936,-0.293574
15.42,-0.958824,-0.284
15.43,-0.961616,-0.274398
15.44,-0.964312,-0.264768
15.45,-0.966912,-0.255112
15.46,-0.969414,-0.24543
15.47,-0.97182,-0.235724
15.48,-0.974129,-0.225994
15.49,-0.97634,-0.216242
15.5,-0.978453,-0.206467
15.51,-0.980469,-0.196673
15.52,-0.982387,-0.186858
15.53,-0.984206,-0.177025
15.54,-0.985927,-0.167175
15.55,-0.98755,-0.157307
15.56,-0.989073,-0.147424
15.57,-0.990498,-0.137526
15.58,-0.991824,-0.127614
15.59,-0.99305,-0.11769
15.6,-0.994178,-0.107754
15.61,-0.995205,-0.0978067
15.62,-0.996134,-0.0878499
15.63,-0.996962,-0.0778843
15.64,-0.997691,-0.067911
15.65,-0.998321,-0.0579308
15.66,-0.99885,-0.0479449
15.67,-0.999279,-0.0379542
15.68,-0.999609,-0.0279596
15.69,-0.999839,-0.0179623
15.7,-0.999968,-0.00796319
15.71,-0.999998,0.00203673
15.72,-0.999928,0.0120364
15.73,-0.999757,0.0220349
15.74,-0.999487,0.0320313
15.75,-0.999117,0.0420244
15.76,-0.998646,0.0520132
15.77,-0.998076,0.0619969
15.78,-0.997406,0.0719744
15.79,-0.996637,0.0819447
15.8,-0.995768,0.0919068
15.81,-0.994799,0.10186
15.82,-0.99373,0.111802
15.83,-0.992563,0.121734
15.84,-0.991296,0.131653
15.85,-0.98993,0.14156
15.86,-0.988465,0.151452
15.87,-0.986901,0.161329
15.88,-0.985238,0.171189
15.89,-0.983477,0.181033
15.9,-0.981618,0.190859
15.91,-0.97966,0.200665
15.92,-0.977604,0.210451
15.93,-0.975451,0.220217
15.94,-0.9732,0.22996
15.95,-0.970852,0.23968
15.96,-0.968407,0.249377
15.97,-0.965864,0.259048
15.98,-0.963226,0.268694
15.99,-0.960491,0.278312
16,-0.957659,0.287903
16.01,-0.954733,0.297465
16.02,-0.95171,0.306998
16.03,-0.948593,0.316499
16.04,-0.94538,0.325969
16.05,-0.942073,0.335407
16.06,-0.938672,0.34481
16.07,-0.935177,0.35418
16.08,-0.931589,0.363514
16.09,-0.927907,0.372811
16.1,-0.924133,0.382071
16.11,-0.920266,0.391293
16.12,-0.916307,0.400476
16.13,-0.912257,0.409619
16.14,-0.908115,0.418721
16.15,-0.903882,0.427781
16.16,-0.899559,0.436799
16.17,-0.895146,0.445772
16.18,-0.890644,0.454701
16.19,-0.886053,0.463585
16.2,-0.881372,0.472422
16.21,-0.876604,0.481212
16.22,-0.871748,0.489954
16.23,-0.866805,0.498647
16.24,-0.861776,0.50729
16.25,-0.85666,0.515882
16.26,-0.851458,0.524423
16.27,-0.846171,0.532911
16.28,-0.8408,0.541346
16.29,-0.835345,0.549726
16.3,-0.829806,0.558052
16.31,-0.824184,0.566322
16.32,-0.81848,0.574536
16.33,-0.812693,0.582692
16.34,-0.806826,0.590789
16.35,-0.800878,0.598828
16.36,-0.79485,0.606807
16.37,-0.788742,0.614725
16.38,-0.782555,0.622581
16.39,-0.77629,0.630375
16.4,-0.769948,0.638107
16.41,-0.763529,0.645774
16.42,-0.757033,0.653377
16.43,-0.750461,0.660915
16.44,-0.743815,0.668386
16.45,-0.737094,0.675791
16.46,-0.730299,0.683128
16.47,-0.723431,0.690396
16.48,-0.716491,0.697596
16.49,-0.70948,0.704726
16.5,-0.702397,0.711785
16.51,-0.695244,0.718774
16.52,-0.688022,0.72569
16.53,-0.680731,0.732534
16.54,-0.673371,0.739304
16.55,-0.665945,0.746001
16.56,-0.658452,0.752623
16.57,-0.650893,0.75917
16.58,-0.643268,0.765641
16.59,-0.63558,0.772035
16.6,-0.627828,0.778352
16.61,-0.620013,0.784591
16.62,-0.612136,0.790752
16.63,-0.604198,0.796834
16.64,-0.5962,0.802836
16.65,-0.588142,0.808758
16.66,-0.580025,0.814599
16.67,-0.57185,0.820358
16.68,-0.563618,0.826035
16.69,-0.55533,0.83163
16.7,-0.546986,0.837142
16.71,-0.538587,0.84257
16.72,-0.530135,0.847913
16.73,-0.521629,0.853172
16.74,-0.513072,0.858346
16.75,-0.504463,0.863433
16.76,-0.495803,0.868435
16.77,-0.487094,0.873349
16.78,-0.478337,0.878177
16.79,-0.469531,0.882916
16.8,-0.460679,0.887567
16.81,-0.45178,0.892129
16.82,-0.442836,0.896602
16.83,-0.433848,0.900986
16.84,-0.424817,0.905279
16.85,-0.415743,0.909482
16.86,-0.406628,0.913594
16.87,-0.397471,0.917615
16.88,-0.388276,0.921543
16.89,-0.379041,0.92538
16.9,-0.369768,0.929124
16.91,-0.360459,0.932775
16.92,-0.351113,0.936333
16.93,-0.341732,0.939797
16.94,-0.332317,0.943168
16.95,-0.322869,0.946444
16.96,-0.313389,0.949625
16.97,-0.303877,0.952711
16.98,-0.294335,0.955702
16.99,-0.284763,0.958598
17,-0.275163,0.961397
17.01,-0.265536,0.964101
17.02,-0.255882,0.966708
17.03,-0.246202,0.969219
17.04,-0.236498,0.971632
17.05,-0.22677,0.973948
17.06,-0.217019,0.976167
17.07,-0.207247,0.978289
17.08,-0.197453,0.980312
17.09,-0.187641,0.982238
17.1,-0.177809,0.984065
17.11,-0.16796,0.985794
17.12,-0.158094,0.987424
17.13,-0.148212,0.988956
17.14,-0.138315,0.990388
17.15,-0.128404,0.991722
17.16,-0.118481,0.992956
17.17,-0.108545,0.994092
17.18,-0.0985991,0.995127
17.19,-0.0886431,0.996063
17.2,-0.0786782,0.9969
17.21,-0.0687054,0.997637
17.22,-0.0587258,0.998274
17.23,-0.0487403,0.998811
17.24,-0.0387499,0.999249
17.25,-0.0287556,0.999586
17.26,-0.0187585,0.999824
17.27,-0.00875948,0.999962
17.28,0.0012404,0.999999
17.29,0.0112402,0.999937
17.3,0.0212388,0.999774
17.31,0.0312353,0.999512
17.32,0.0412287,0.99915
17.33,0.051218,0.998687
17.34,0.0612021,0.998125
17.35,0.0711802,0.997463
17.36,0.0811511,0.996702
17.37,0.0911139,0.99584
17.38,0.101068,0.99488
17.39,0.111011,0.993819
17.4,0.120944,0.992659
17.41,0.130864,0.9914
17.42,0.140771,0.990042
17.43,0.150664,0.988585
17.44,0.160543,0.987029
17.45,0.170405,0.985374
17.46,0.18025,0.983621
17.47,0.190077,0.981769
17.48,0.199885,0.979819
17.49,0.209673,0.977772
17.5,0.21944,0.975626
17.51,0.229185,0.973383
17.52,0.238907,0.971042
17.53,0.248606,0.968605
17.54,0.258279,0.96607
17.55,0.267927,0.963439
17.56,0.277548,0.960712
17.57,0.287141,0.957888
17.58,0.296705,0.954969
17.59,0.30624,0.951954
17.6,0.315744,0.948844
17.61,0.325216,0.94564
17.62,0.334656,0.94234
17.63,0.344063,0.938947
17.64,0.353435,0.935459
17.65,0.362772,0.931878
17.66,0.372072,0.928204
17.67,0.381335,0.924437
17.68,0.390561,0.920577
17.69,0.399747,0.916626
17.7,0.408893,0.912582
17.71,0.417998,0.908448
17.72,0.427061,0.904223
17.73,0.436082,0.899907
17.74,0.445059,0.895501
17.75,0.453992,0.891006
17.76,0.462879,0.886421
17.77,0.47172,0.881748
17.78,0.480514,0.876987
17.79,0.489259,0.872138
17.8,0.497956,0.867202
17.81,0.506603,0.862179
17.82,0.5152,0.85707
17.83,0.523744,0.851876
17.84,0.532237,0.846596
17.85,0.540676,0.841231
17.86,0.549061,0.835782
17.87,0.557391,0.83025
17.88,0.565666,0.824635
17.89,0.573884,0.818937
17.9,0.582044,0.813157
17.91,0.590147,0.807296
17.92,0.59819,0.801354
17.93,0.606173,0.795333
17.94,0.614096,0.789231
17.95,0.621958,0.783051
17.96,0.629757,0.776792
17.97,0.637493,0.770456
17.98,0.645166,0.764043
17.99,0.652774,0.757553
18,0.660317,0.750987
18.01,0.667793,0.744347
18.02,0.675203,0.737632
18.03,0.682546,0.730843
18.04,0.68982,0.723981
18.05,0.697025,0.717047
18.06,0.704161,0.710041
18.07,0.711226,0.702964
18.08,0.71822,0.695816
18.09,0.725142,0.688599
18.1,0.731991,0.681314
18.11,0.738768,0.67396
18.12,0.74547,0.666539
18.13,0.752098,0.659051
18.14,0.758651,0.651497
18.15,0.765128,0.643878
18.16,0.771529,0.636195
18.17,0.777852,0.628448
18.18,0.784097,0.620638
18.19,0.790264,0.612766
18.2,0.796352,0.604833
18.21,0.802361,0.596839
18.22,0.808289,0.588786
18.23,0.814136,0.580674
18.24,0.819902,0.572503
18.25,0.825586,0.564276
18.26,0.831188,0.555992
18.27,0.836706,0.547652
18.28,0.842141,0.539258
18.29,0.847491,0.53081
18.3,0.852757,0.522309
18.31,0.857937,0.513755
18.32,0.863031,0.50515
18.33,0.86804,0.496495
18.34,0.872961,0.48779
18.35,0.877795,0.479036
18.36,0.882542,0.470234
18.37,0.8872,0.461385
18.38,0.891769,0.45249
18.39,0.89625,0.44355
18.4,0.90064,0.434566
18.41,0.904941,0.425538
18.42,0.909151,0.416467
18.43,0.91327,0.407355
18.44,0.917298,0.398202
18.45,0.921234,0.389009
18.46,0.925078,0.379778
18.47,0.928829,0.370508
18.48,0.932488,0.361201
18.49,0.936053,0.351859
18.5,0.939525,0.342481
18.51,0.942903,0.333068
