t,x,v
9.18,-0.941957,-0.181616
9.19,-1.19686,-0.167253
9.2,-0.896008,0.0308027
9.21,-0.860454,-0.405919
9.22,-1.00431,-0.220668
9.23,-0.879824,-0.242447
9.24,-0.961939,-0.261097
9.25,-0.940554,-0.0211299
9.26,-1.03076,-0.107888
9.27,-0.895638,-0.228542
9.28,-1.06378,-0.0990288
9.29,-0.917603,-0.0826134
9.3,-1.07505,-0.0501809
9.31,-0.957738,-0.155252
9.32,-0.901438,0.0702974
9.33,-1.0133,0.0896958
9.34,-1.09309,-0.124417
9.35,-0.993826,-0.171601
9.36,-0.880544,-0.163679
9.37,-0.874233,-0.00967591
9.38,-1.09742,0.0381143
9.39,-0.971475,-0.077347
9.4,-0.771849,-0.17221
9.41,-0.980094,-0.122125
9.42,-0.968959,0.0193399
9.43,-1.26138,0.0878489
9.44,-1.05918,-0.00187249
9.45,-0.971023,0.0469337
9.46,-1.05159,0.0422617
9.47,-0.826966,0.000179918
9.48,-1.15043,-0.19214
9.49,-0.946871,-0.00310281
9.5,-1.04541,0.130169
9.51,-0.855279,-0.00955309
9.52,-1.00945,-0.0292244
9.53,-1.04188,0.192278
9.54,-1.01137,0.0742286
9.55,-1.00986,0.0870569
9.56,-1.04893,-0.0382961
9.57,-1.03696,0.237191
9.58,-0.987149,0.0335793
9.59,-0.896668,0.200125
9.6,-1.06972,0.189948
9.61,-0.974669,0.0107224
9.62,-0.851555,0.391408
9.63,-0.920051,0.366422
9.64,-0.947092,0.110258
9.65,-0.911346,0.291002
9.66,-1.01782,0.137859
9.67,-0.983859,0.571522
9.68,-1.01325,0.283917
9.69,-1.10252,0.174988
9.7,-0.840636,0.409207
9.71,-0.770634,0.486497
9.72,-1.09431,0.388779
9.73,-0.982004,0.34296
9.74,-1.07977,0.393861
9.75,-0.928351,0.402999
9.76,-0.953871,0.341156
9.77,-0.7825,0.24901
9.78,-1.00292,0.439997
9.79,-0.768232,0.357309
9.8,-0.988174,0.366438
9.81,-1.06518,0.506667
9.82,-0.909201,0.599175
9.83,-1.09059,0.507126
9.84,-0.688359,0.491265
9.85,-0.999686,0.315709
9.86,-0.776941,0.63402
9.87,-0.761102,0.358725
9.88,-0.955782,0.328379
9.89,-0.85803,0.491858
9.9,-0.767169,0.508186
9.91,-0.93725,0.431341
9.92,-1.01616,0.412006
9.93,-0.777793,0.518511
9.94,-1.04382,0.478544
9.95,-0.931795,0.396248
9.96,-0.977913,0.435115
9.97,-0.781914,0.474529
9.98,-0.790697,0.485376
9.99,-0.78784,0.439391
10,-0.778382,0.539499
10.01,-0.69881,0.518084
10.02,-0.853789,0.552088
10.03,-0.958828,0.669271
10.04,-0.818127,0.544549
10.05,-0.763989,0.659433
10.06,-0.848126,0.777004
10.07,-0.782097,0.671175
10.08,-0.850765,0.513851
10.09,-0.915777,0.632525
10.1,-0.769793,0.684005
10.11,-0.672923,0.658897
10.12,-0.689769,0.745099
10.13,-0.853108,0.579555
10.14,-0.690633,0.716834
10.15,-0.701789,0.597804
10.16,-0.627868,0.823773
10.17,-0.636071,0.636256
10.18,-0.541778,0.536568
10.19,-0.641927,0.803121
10.2,-0.672561,0.681117
10.21,-0.729296,0.716435
10.22,-0.898004,0.665357
10.23,-0.759383,0.795657
10.24,-0.717491,0.819395
10.25,-0.590699,0.778937
10.26,-0.56832,0.927083
10.27,-0.737329,0.734339
10.28,-0.88941,0.80023
10.29,-0.713329,0.779298
10.3,-0.664566,0.623413
10.31,-0.715551,0.867343
10.32,-0.804169,0.804714
10.33,-0.54242,0.74607
10.34,-0.550562,0.897785
10.35,-0.650016,0.754528
10.36,-0.738183,0.768783
10.37,-0.491602,0.77116
10.38,-0.462678,0.860498
10.39,-0.651662,0.931949
10.4,-0.551349,0.799811
10.41,-0.414692,0.915537
10.42,-0.398557,0.793094
10.43,-0.503709,0.879313
10.44,-0.592866,0.950778
10.45,-0.523978,0.841423
10.46,-0.505156,0.974028
10.47,-0.43957,0.89415
10.48,-0.435081,0.778818
10.49,-0.415632,0.938536
10.5,-0.478578,0.93367
10.51,-0.578079,0.874916
10.52,-0.388027,0.983277
10.53,-0.385816,0.826481
10.54,-0.48966,0.822972
10.55,-0.484887,0.923169
10.56,-0.348979,0.867669
10.57,-0.419742,0.871784
10.58,-0.417102,1.03994
10.59,-0.320418,0.85408
10.6,-0.582186,0.843198
10.61,-0.496532,0.785486
10.62,-0.449669,0.876276
10.63,-0.401536,0.923176
10.64,-0.1861,0.889682
10.65,-0.194489,1.05081
10.66,-0.286244,0.817508
10.67,-0.129581,0.930272
10.68,-0.167014,1.06049
10.69,-0.192091,1.02279
10.7,-0.308235,0.861149
10.71,-0.406511,0.870512
10.72,-0.297924,0.949121
10.73,-0.191856,0.924826
10.74,-0.303979,0.914707
10.75,-0.105783,0.960272
10.76,-0.306851,0.883923
10.77,-0.26529,1.09295
10.78,-0.144368,0.927894
10.79,-0.0759219,1.06636
10.8,-0.268594,0.903163
10.81,-0.255657,0.974532
10.82,-0.306346,0.939892
10.83,-0.16805,1.18992
10.84,-0.164743,1.18452
10.85,-0.172828,0.98252
10.86,-0.313713,0.960499
10.87,-0.0974934,0.929584
10.88,-0.0469172,1.07391
10.89,-0.0426667,1.04796
10.9,-0.0235492,0.964193
10.91,-0.129939,0.979902
10.92,-0.106203,1.06819
10.93,-0.142316,1.06576
10.94,-0.225966,0.944458
10.95,-0.0639484,1.12846
10.96,0.113016,0.934132
10.97,-0.183684,1.05469
10.98,0.021676,0.917123
10.99,0.0822298,0.705966
11,0.000288732,1.02652
11.01,0.00539465,0.9674
11.02,0.162648,0.867028
11.03,0.137774,0.950684
11.04,0.00854803,0.797764
11.05,0.0467221,0.962024
11.06,0.127436,0.757981
11.07,0.0165719,1.02806
11.08,0.0250126,1.02483
11.09,0.208517,1.1075
11.1,0.248168,1.08997
11.11,-0.00664466,0.912622
11.12,-0.0246551,0.917134
11.13,0.19862,1.1273
11.14,0.148143,1.02793
11.15,0.20187,1.12319
11.16,0.133591,0.953236
11.17,0.0445534,1.15762
11.18,0.399276,0.955012
11.19,0.0964052,0.87013
11.2,0.142822,0.841923
11.21,0.197101,0.881291
11.22,0.287512,0.99115
11.23,0.120887,0.883223
11.24,0.172584,1.13378
11.25,0.283554,1.06289
11.26,0.180519,0.920299
11.27,0.262735,1.03674
11.28,0.240073,1.04709
11.29,0.290655,1.0165
11.3,0.416749,1.04859
11.31,0.385895,1.05584
11.32,0.346215,1.01441
11.33,0.373264,0.936389
11.34,0.546772,0.748123
11.35,0.201048,1.02901
11.36,0.313549,0.935625
11.37,0.2087,0.904796
11.38,0.319189,0.816531
11.39,0.245214,0.955826
11.4,0.470182,0.827027
11.41,0.472541,0.886393
11.42,0.295004,0.876436
11.43,0.586372,0.901948
11.44,0.397583,0.87501
11.45,0.543752,0.987661
11.46,0.305738,0.996993
11.47,0.372609,0.836681
11.48,0.527066,0.724799
11.49,0.429063,0.949102
11.5,0.425605,0.877911
11.51,0.576248,0.969778
11.52,0.58626,0.668792
11.53,0.531156,0.864298
11.54,0.750667,0.761169
11.55,0.361295,0.883396
11.56,0.460425,0.801514
11.57,0.483113,0.869312
11.58,0.571978,0.816444
11.59,0.505216,1.05979
11.6,0.598628,0.987551
11.61,0.506396,0.961627
11.62,0.675298,0.817772
11.63,0.630154,0.910495
11.64,0.604618,0.833886
11.65,0.634509,0.884909
11.66,0.457923,0.824842
11.67,0.630257,0.780189
11.68,0.541522,0.702046
11.69,0.670236,0.818703
11.7,0.622394,0.824038
11.71,0.692441,0.626457
11.72,0.43768,0.75977
11.73,0.626509,0.512424
11.74,0.605308,0.729367
11.75,0.431947,0.756838
11.76,0.899425,0.611927
11.77,0.830662,0.692908
11.78,0.705225,0.817335
11.79,0.69975,0.702213
11.8,0.802792,0.635191
11.81,0.699756,0.860854
11.82,0.847516,0.748958
11.83,0.534235,0.633278
11.84,0.818355,0.78755
11.85,0.416365,0.744057
11.86,0.789176,0.638662
11.87,0.822565,0.644162
11.88,0.909976,0.623518
11.89,0.704339,0.620736
11.9,0.643645,0.605381
11.91,0.847021,0.657296
11.92,0.953825,0.663318
11.93,0.90344,0.53224
11.94,0.711561,0.702284
11.95,0.658815,0.61596
11.96,0.975536,0.659816
11.97,0.777865,0.654386
11.98,0.748392,0.66041
11.99,0.726862,0.576928
12,0.776519,0.58525
12.01,0.840386,0.386511
12.02,0.812536,0.46554
12.03,0.903967,0.484566
12.04,0.842379,0.243424
12.05,0.930782,0.58859
12.06,0.931485,0.415837
12.07,0.806153,0.478761
12.08,0.82485,0.46545
12.09,0.844267,0.448772
12.1,1.01086,0.686244
12.11,0.998029,0.318378
12.12,0.945108,0.55205
12.13,0.664592,0.32034
12.14,0.996863,0.419226
12.15,0.972974,0.356442
12.16,0.882613,0.304645
12.17,1.0029,0.607111
12.18,0.746508,0.335921
12.19,0.805565,0.307252
12.2,0.880234,0.489981
12.21,0.878575,0.167348
12.22,1.04012,0.182222
12.23,0.881943,0.344647
12.24,0.967535,0.375582
12.25,0.943197,0.250481
12.26,0.823439,0.353879
12.27,0.913288,0.272048
12.28,0.889662,0.237299
12.29,0.906835,0.289214
12.3,0.927073,0.233107
12.31,1.0001,0.337241
12.32,1.06992,0.450784
12.33,0.900771,0.234134
12.34,0.992085,0.0409011
12.35,0.827521,0.319531
12.36,1.00346,0.3389
12.37,1.01792,0.421537
12.38,1.19242,0.363821
12.39,0.839728,0.104742
12.4,0.951984,0.138442
12.41,0.990383,0.0943264
12.42,0.921354,0.238311
12.43,1.16296,0.102679
12.44,0.952688,0.075861
12.45,0.868977,-0.0609905
12.46,1.09082,0.0719012
12.47,0.931681,-0.129396
12.48,0.923741,0.114743
12.49,0.897642,0.018485
12.5,0.898528,0.191037
12.51,1.04711,0.00602353
12.52,1.20053,0.120471
12.53,1.02783,-0.13652
12.54,0.967068,0.0682863
12.55,1.06965,-0.10097
12.56,0.881659,0.121149
12.57,1.05791,-0.09809
12.58,0.936,-0.137024
12.59,0.944082,0.214349
12.6,1.15681,0.114107
12.61,0.932163,-0.201417
12.62,1.03967,0.0370135
12.63,0.897482,-0.14044
12.64,1.17534,-0.083452
12.65,1.03668,-0.100011
12.66,0.989702,-0.180674
12.67,1.04348,-0.0769154
12.68,0.97666,-0.306034
12.69,0.995984,-0.191166
12.7,0.985497,-0.178295
12.71,0.930159,-0.250153
12.72,0.914824,-0.276972
12.73,0.792065,-0.106369
12.74,0.983999,-0.131253
12.75,0.911174,-0.226467
12.76,0.913095,-0.255381
12.77,0.678435,-0.285646
12.78,1.00655,-0.071117
12.79,1.15411,-0.372664
12.8,0.740214,-0.180064
12.81,1.02158,-0.15889
12.82,0.750016,-0.365376
12.83,1.03515,-0.21521
12.84,0.953191,-0.151629
12.85,0.7545,-0.258292
12.86,0.967382,-0.289492
12.87,0.864627,-0.208655
12.88,0.785719,-0.410356
12.89,0.806802,-0.251778
12.9,0.876529,-0.145159
12.91,0.867323,-0.453089
12.92,0.930225,-0.159726
12.93,0.746113,-0.373963
12.94,0.92365,-0.326045
12.95,0.973666,-0.423161
12.96,0.899932,-0.304969
12.97,0.845799,-0.374487
12.98,1.06938,-0.459493
12.99,0.836852,-0.468284
13,1.06863,-0.498618
13.01,0.853728,-0.488417
13.02,0.927425,-0.328345
13.03,0.598409,-0.424664
13.04,0.896088,-0.276249
13.05,0.824095,-0.396974
13.06,1.02305,-0.594728
13.07,0.849429,-0.347356
13.08,0.82058,-0.504577
13.09,0.652184,-0.744723
13.1,0.854877,-0.529513
13.11,0.712588,-0.534354
13.12,0.844244,-0.508487
13.13,0.634972,-0.457445
13.14,0.732435,-0.545043
13.15,0.739321,-0.528019
13.16,0.727747,-0.482862
13.17,0.742565,-0.421738
13.18,0.772998,-0.693736
13.19,0.699717,-0.483533
13.2,0.815007,-0.648879
13.21,0.713627,-0.72338
13.22,0.775644,-0.540623
13.23,0.868968,-0.688614
13.24,0.65537,-0.626698
13.25,0.826826,-0.74431
13.26,0.731415,-0.703142
13.27,0.679756,-0.599543
13.28,0.819007,-0.873821
13.29,0.627145,-0.934434
13.3,0.62396,-0.6309
13.31,0.605317,-0.591398
13.32,0.706756,-0.720565
13.33,0.659626,-0.765432
13.34,0.548533,-0.664984
13.35,0.681052,-0.638712
13.36,0.732117,-0.444064
13.37,0.543542,-0.539806
13.38,0.675089,-0.670935
13.39,0.822388,-0.805246
13.4,0.675064,-0.74687
13.41,0.623526,-0.6961
13.42,0.621815,-0.947584
13.43,0.49409,-0.825791
13.44,0.555729,-0.860758
13.45,0.647594,-0.862121
13.46,0.659671,-0.819751
13.47,0.68945,-0.899478
13.48,0.584885,-0.82062
13.49,0.665029,-0.855323
13.5,0.629018,-0.750468
13.51,0.58815,-0.628438
13.52,0.484291,-0.864604
13.53,0.702092,-0.93916
13.54,0.580379,-0.951396
13.55,0.61389,-0.662476
13.56,0.358745,-0.904379
13.57,0.524502,-0.979589
13.58,0.586857,-1.04092
13.59,0.556058,-0.879684
13.6,0.632675,-0.741966
13.61,0.560564,-1.03816
13.62,0.53464,-0.786258
13.63,0.499795,-1.01188
13.64,0.572589,-0.72338
13.65,0.548505,-1.0113
13.66,0.457802,-0.733556
13.67,0.481149,-0.737692
13.68,0.482114,-0.930074
13.69,0.462367,-0.797597
13.7,0.5326,-1.0459
13.71,0.700422,-0.864079
13.72,0.552207,-0.943616
13.73,0.338644,-0.964259
13.74,0.485887,-0.947678
13.75,0.299148,-0.945593
13.76,0.366086,-0.874845
13.77,0.395018,-0.734752
13.78,0.425622,-1.17654
13.79,0.425769,-0.836272
13.8,0.304582,-0.967218
13.81,0.37775,-0.921553
13.82,0.474226,-1.01406
13.83,0.0439742,-0.796619
13.84,0.097036,-1.04759
13.85,0.274177,-0.988855
13.86,0.332019,-0.972201
13.87,0.341953,-1.0651
13.88,0.355112,-0.811831
13.89,0.220532,-0.961497
13.9,0.262522,-1.00624
13.91,0.198987,-0.949708
13.92,0.296687,-1.11119
13.93,0.148201,-1.012
13.94,0.313569,-1.06702
13.95,0.380271,-0.96069
13.96,0.222542,-0.975253
13.97,0.215598,-0.903082
13.98,0.286687,-0.765052
13.99,0.201363,-1.04292
14,-0.0135201,-0.902802
14.01,0.0701528,-0.959588
14.02,0.0989278,-1.04966
14.03,0.165948,-1.23575
14.04,0.291301,-0.941322
14.05,0.0661858,-1.00714
14.06,-0.0624122,-1.0849
14.07,0.017683,-0.901225
14.08,-0.252345,-1.07126
14.09,0.130232,-0.93368
14.1,0.169753,-0.95177
14.11,-0.0085354,-1.00327
14.12,0.0546858,-0.850525
14.13,0.0296173,-1.06753
14.14,-0.0288841,-1.08219
14.15,-0.0669269,-0.928573
14.16,0.0789926,-1.08375
14.17,0.0242979,-0.906031
14.18,-0.155869,-0.95427
14.19,0.0155181,-1.05385
14.2,-0.0742933,-1.03811
14.21,-0.077567,-0.973824
14.22,-0.168943,-0.95473
14.23,-0.00954642,-0.926817
14.24,-0.125344,-1.0039
14.25,-0.235072,-0.981977
14.26,-0.232597,-0.978992
14.27,-0.110156,-1.01221
14.28,-0.118161,-1.0255
14.29,-0.131468,-0.920853
14.3,-0.0379414,-1.01727
14.31,-0.265506,-1.04668
14.32,-0.162407,-0.925286
14.33,-0.12168,-0.796795
14.34,-0.211175,-0.826154
14.35,-0.445017,-0.844337
14.36,-0.164519,-0.702333
14.37,-0.197624,-0.946179
14.38,-0.268373,-0.838289
14.39,-0.220671,-0.903139
14.4,-0.269305,-0.897693
14.41,-0.372493,-0.961384
14.42,-0.334926,-1.03435
14.43,-0.371344,-0.960736
14.44,-0.405424,-0.851221
14.45,-0.411099,-0.804963
14.46,-0.369505,-0.923517
14.47,-0.429064,-0.779639
14.48,-0.309173,-0.890915
14.49,-0.318758,-0.91766
14.5,-0.335345,-0.891079
14.51,-0.178311,-0.946799
14.52,-0.246037,-1.14953
14.53,-0.3202,-0.899072
14.54,-0.32363,-0.763059
14.55,-0.448049,-0.938942
14.56,-0.24329,-0.94556
14.57,-0.137368,-0.957451
14.58,-0.480097,-0.858167
14.59,-0.438488,-0.904804
14.6,-0.447225,-0.956908
14.61,-0.446705,-0.850687
14.62,-0.459032,-1.01599
14.63,-0.293557,-0.880442
14.64,-0.590022,-0.820833
14.65,-0.580494,-0.929945
14.66,-0.488641,-0.891621
14.67,-0.52665,-0.948379
14.68,-0.555378,-1.07877
14.69,-0.476889,-0.787526
14.7,-0.578984,-0.918219
14.71,-0.379089,-0.893345
14.72,-0.472784,-0.813253
14.73,-0.552365,-0.893705
14.74,-0.597836,-0.821765
14.75,-0.397879,-0.768293
14.76,-0.355237,-0.971925
14.77,-0.550178,-0.761409
14.78,-0.441193,-0.79936
14.79,-0.71009,-0.846544
14.8,-0.565839,-1.05319
14.81,-0.477327,-0.662028
14.82,-0.639695,-0.622905
14.83,-0.802518,-0.743095
14.84,-0.61444,-0.769388
14.85,-0.56163,-0.727261
14.86,-0.797807,-0.677308
14.87,-0.799178,-0.746169
14.88,-0.699622,-0.877027
14.89,-0.54443,-0.750371
14.9,-0.673919,-0.73183
14.91,-0.699809,-0.636645
14.92,-0.657742,-0.568541
14.93,-0.709229,-0.798509
14.94,-0.900089,-0.695148
14.95,-0.649576,-0.734738
14.96,-0.813523,-0.730777
14.97,-0.785975,-0.721578
14.98,-0.689736,-0.612045
14.99,-0.746027,-0.709674
15,-0.719218,-0.64462
15.01,-0.627638,-0.771062
15.02,-0.777987,-0.796067
15.03,-0.85475,-0.494349
15.04,-0.63042,-0.497424
15.05,-0.667274,-0.663532
15.06,-0.736272,-0.643185
15.07,-0.927815,-0.550452
15.08,-0.890677,-0.464755
15.09,-0.804071,-0.571837
15.1,-0.831217,-0.619687
15.11,-0.816019,-0.519424
15.12,-0.9049,-0.734632
15.13,-0.881553,-0.613888
15.14,-0.802775,-0.556902
15.15,-0.935287,-0.31236
15.16,-1.02627,-0.498355
15.17,-0.946557,-0.574924
15.18,-0.911307,-0.348233
15.19,-0.924554,-0.525363
15.2,-0.88196,-0.532766
15.21,-0.71946,-0.461455
15.22,-0.896505,-0.322485
15.23,-0.808488,-0.593332
15.24,-0.770805,-0.460561
15.25,-0.956565,-0.261345
15.26,-0.850141,-0.479311
15.27,-0.870983,-0.302849
15.28,-0.800914,-0.197279
15.29,-1.02316,-0.246442
15.3,-0.79735,-0.288625
15.31,-0.909348,-0.527482
15.32,-0.929419,-0.432954
15.33,-0.85078,-0.380714
15.34,-1.06823,-0.345523
15.35,-0.891215,-0.289101
15.36,-1.11282,-0.233052
15.37,-0.798773,-0.426572
15.38,-0.786086,-0.537205
15.39,-0.846029,-0.168791
15.4,-0.983953,-0.218568
15.41,-0.914397,-0.506665
15.42,-0.954414,-0.326447
15.43,-0.963532,-0.144739
15.44,-0.85759,-0.287515
15.45,-0.922527,-0.260701
15.46,-0.912822,-0.221116
15.47,-1.01991,-0.30633
15.48,-0.985545,-0.189665
15.49,-0.970388,-0.256741
15.5,-1.01651,-0.221012
15.51,-1.03433,-0.331051
15.52,-1.0214,-0.207185
15.53,-1.04806,-0.00266091
15.54,-0.87843,0.0118579
15.55,-0.924076,-0.168058
15.56,-0.833858,-0.16601
15.57,-1.10938,-0.258158
15.58,-1.06009,-0.252046
15.59,-1.21526,-0.169581
15.6,-0.850474,-0.235547
15.61,-1.10168,0.0398349
15.62,-0.994318,-0.153799
15.63,-1.02539,-0.161031
15.64,-0.902373,0.0271409
15.65,-1.01306,-0.0399187
15.66,-0.976048,-0.0230639
15.67,-1.08398,-0.148115
15.68,-1.00795,-0.133506
15.69,-1.0987,-0.209082
15.7,-1.02203,-0.0196702
15.71,-1.06407,0.0665425
15.72,-0.864163,0.0435933
15.73,-1.11062,-0.0117129
15.74,-1.00106,0.0641324
15.75,-1.13003,0.298924
15.76,-0.988017,-0.0527377
15.77,-1.05777,0.290912
15.78,-0.940172,-0.0770032
15.79,-1.06215,0.135918
15.8,-1.24,0.0994094
15.81,-1.05086,0.184747
15.82,-1.04175,0.181585
15.83,-0.766541,0.12898
15.84,-0.906542,0.217257
15.85,-0.894492,0.248104
15.86,-1.05547,0.079034
15.87,-0.979348,0.229573
15.88,-1.01447,0.0529539
15.89,-1.02973,0.324541
15.9,-0.920563,0.242689
15.91,-0.955389,0.187068
15.92,-1.13347,0.189276
15.93,-1.03046,0.240875
15.94,-0.961677,0.311275
15.95,-0.936994,0.280786
15.96,-1.0039,0.331791
15.97,-0.980419,0.352393
15.98,-0.876529,0.397781
15.99,-1.15094,0.345655
16,-0.98504,0.29188
16.01,-1.09179,0.414129
16.02,-1.03193,0.378847
16.03,-0.851051,0.227586
16.04,-1.12772,0.119747
16.05,-0.924755,0.188624
16.06,-0.931973,0.267683
16.07,-1.0354,0.213221
16.08,-1.15259,0.41687
16.09,-1.0871,0.443841
16.1,-0.946958,0.228863
16.11,-1.04457,0.41594
16.12,-1.07426,0.48106
16.13,-0.677129,0.457243
16.14,-0.705249,0.391209
16.15,-0.815133,0.552533
16.16,-0.839659,0.397695
16.17,-0.704327,0.28445
16.18,-0.689552,0.411949
16.19,-0.756958,0.433716
16.2,-0.958766,0.482214
16.21,-0.763086,0.359948
16.22,-0.989945,0.550834
16.23,-0.930653,0.489476
16.24,-0.976848,0.397043
16.25,-0.879808,0.480048
16.26,-0.743202,0.542351
16.27,-0.745585,0.550815
16.28,-0.898565,0.559144
16.29,-0.886571,0.575797
16.3,-0.922147,0.539955
16.31,-0.918942,0.652157
16.32,-1.02165,0.557552
16.33,-0.766061,0.494502
16.34,-0.793368,0.451217
16.35,-0.828407,0.676057
16.36,-0.746225,0.453796
16.37,-0.743591,0.667489
16.38,-0.589548,0.523877
16.39,-0.893362,0.692773
16.4,-0.978157,0.594068
16.41,-0.816164,0.783022
16.42,-0.969755,0.659016
16.43,-0.855316,0.7181
16.44,-0.924102,0.685208
16.45,-0.87254,0.637991
16.46,-0.619659,0.706113
16.47,-0.835531,0.557552
16.48,-0.687469,0.667307
16.49,-0.809549,0.812844
16.5,-0.607085,0.790119
16.51,-0.76003,0.687037
16.52,-0.693906,0.844631
16.53,-0.678254,0.696056
16.54,-0.684795,0.796226
16.55,-0.583008,0.66266
16.56,-0.716437,0.681766
16.57,-0.796114,0.722518
16.58,-0.693164,0.63598
16.59,-0.662022,0.756136
16.6,-0.611162,0.646074
16.61,-0.617549,0.748987
16.62,-0.576078,0.618414
16.63,-0.569107,0.776191
16.64,-0.565466,0.97794
16.65,-0.544887,0.698264
16.66,-0.479741,0.743093
16.67,-0.570172,1.03
16.68,-0.735801,0.736929
16.69,-0.51444,0.874395
16.7,-0.54272,0.71668
16.71,-0.70988,0.744509
16.72,-0.488967,0.784215
16.73,-0.584323,0.945413
16.74,-0.457771,0.668148
16.75,-0.577011,0.908588
16.76,-0.546319,0.810495
16.77,-0.465327,1.01078
16.78,-0.496815,0.987082
16.79,-0.60368,1.14197
16.8,-0.477864,0.936265
16.81,-0.475675,0.866618
16.82,-0.458657,0.947653
16.83,-0.35648,0.853738
16.84,-0.427865,1.14814
16.85,-0.432396,0.920849
16.86,-0.495695,0.905478
16.87,-0.311559,0.877689
16.88,-0.353203,0.970996
16.89,-0.297741,0.964127
16.9,-0.376938,0.879847
16.91,-0.445252,0.961303
16.92,-0.482208,0.954473
16.93,-0.420934,1.00184
16.94,-0.149602,0.945722
16.95,-0.252005,0.883617
16.96,-0.521809,0.790557
16.97,-0.267031,1.02192
16.98,-0.238637,0.989207
16.99,-0.251451,1.02428
17,-0.279543,0.99666
17.01,-0.209994,1.16458
17.02,-0.231174,0.788292
17.03,-0.241572,0.890018
17.04,-0.0806852,0.825573
17.05,-0.14937,0.853248
17.06,-0.276981,1.20255
17.07,-0.272088,1.13209
17.08,-0.075403,0.99519
17.09,-0.156758,0.978733
17.1,-0.273395,0.940736
17.11,-0.251676,0.913884
17.12,-0.193693,0.987854
17.13,-0.0295074,0.731969
17.14,-0.241807,0.794345
17.15,-0.187406,0.925757
17.16,-0.0691322,0.983672
17.17,-0.117957,0.984432
17.18,-0.2194,1.0641
17.19,-0.160404,1.00768
17.2,-0.105086,0.949317
17.21,-0.00634461,0.928178
17.22,0.0385173,0.989412
17.23,-0.00930945,0.886253
17.24,-0.132131,0.996877
17.25,0.0134815,1.15944
17.26,-0.199739,1.02154
17.27,-0.0130139,1.12574
17.28,0.00244293,0.904688
17.29,-0.139144,0.934666
17.3,0.0530091,0.949127
17.31,0.0468731,0.877879
17.32,0.00030244,0.957006
17.33,0.0244265,0.93044
17.34,0.104672,0.967056
17.35,0.118432,0.860442
17.36,0.116122,0.864842
17.37,-0.0355034,0.938275
17.38,0.003958,0.993102
17.39,0.172994,0.964807
17.4,0.0960754,1.07529
17.41,0.14224,0.960198
17.42,0.1573,1.01312
17.43,0.0916657,1.00777
17.44,0.0832112,1.12942
17.45,0.064226,0.753503
17.46,0.104631,1.02512
17.47,0.188106,0.825781
17.48,0.262063,0.918074
17.49,0.127944,1.0307
17.5,0.237832,1.07332
17.51,0.189767,1.02305
17.52,0.232395,1.03001
17.53,0.325371,1.04155
17.54,0.342097,1.02951
17.55,0.232918,1.11283
17.56,0.313751,1.0757
17.57,0.120306,0.64868
17.58,0.396668,0.84441
17.59,0.257864,1.1224
17.6,0.0525381,1.06829
17.61,0.399298,0.98493
17.62,0.2727,0.834877
17.63,0.367328,1.05015
17.64,0.267032,0.926043
17.65,0.384193,0.898608
17.66,0.314288,0.986656
17.67,0.420165,0.937281
17.68,0.500538,1.04079
17.69,0.500731,1.06674
17.7,0.346097,1.03063
17.71,0.358049,0.637865
17.72,0.437593,0.93569
17.73,0.479265,0.711739
17.74,0.263124,1.01824
17.75,0.512165,1.06843
17.76,0.485926,0.765103
17.77,0.469946,0.795923
17.78,0.462345,0.842455
17.79,0.279593,0.695235
17.8,0.485474,0.981575
17.81,0.302215,1.0353
17.82,0.328125,0.786203
17.83,0.535958,0.642484
17.84,0.826758,1.1229
17.85,0.581724,1.11204
17.86,0.490132,0.987963
17.87,0.403786,0.805445
17.88,0.456857,0.785473
17.89,0.492912,0.779801
17.9,0.713977,0.972949
17.91,0.700111,0.744918
17.92,0.728224,0.708922
17.93,0.586678,0.723135
17.94,0.5104,0.769388
17.95,0.632442,0.699818
17.96,0.39281,0.689747
17.97,0.61744,0.662062
17.98,0.680364,0.804684
17.99,0.517594,0.747792
18,0.566295,0.802915
18.01,0.635282,0.840388
18.02,0.611944,0.738005
18.03,0.638855,0.930414
18.04,0.668917,0.638775
18.05,0.696889,0.667236
18.06,0.615298,0.625787
18.07,0.723879,0.704311
18.08,0.563623,0.782017
18.09,0.631544,0.692686
18.1,0.801932,0.808892
18.11,0.719211,0.566663
18.12,0.841489,0.604367
18.13,0.633282,0.494242
18.14,0.707296,0.723807
18.15,0.797283,0.881862
18.16,0.818399,0.459058
18.17,0.7029,0.650779
18.18,0.679684,0.579171
18.19,0.63486,0.757988
18.2,0.616578,0.693396
18.21,0.969167,0.646237
18.22,1.02694,0.690251
18.23,0.696269,0.552236
18.24,0.733288,0.610292
18.25,0.903934,0.558005
18.26,0.948054,0.588527
18.27,1.11185,0.613961
18.28,0.863779,0.403442
18.29,0.849064,0.477884
18.3,0.935117,0.441744
18.31,0.853231,0.475197
18.32,1.00477,0.587512
18.33,0.91837,0.591824
18.34,0.878674,0.519045
18.35,0.903474,0.516838
18.36,0.834594,0.366994
18.37,0.757143,0.53243
18.38,0.903468,0.402595
18.39,0.724287,0.62055
18.4,0.978966,0.613192
18.41,0.820212,0.429232
18.42,1.02678,0.414973
18.43,0.862131,0.337471
18.44,0.903911,0.391856
18.45,0.999026,0.647953
18.46,0.80121,0.372821
18.47,0.962231,0.39069
18.48,1.01909,0.503745
18.49,0.898264,0.338825
18.5,0.973602,0.238295
18.51,1.08686,0.340993
